과목,문항,인용파일,인용줄,판정,실제/추정줄,오프셋,비고,심각도
과목3,74,3과목_유통화장품안전관리_표준형.md,3408,EXACT,3408,0,,정상
과목3,75,3과목_유통화장품안전관리_표준형.md,1151,EXACT,1151,0,,정상
과목3,76,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1739,EXACT,1739,0,,정상
과목3,77,3과목_유통화장품안전관리_표준형.md,2807,EXACT,2807,0,,정상
과목3,78,3과목_유통화장품안전관리_표준형.md,2296,EXACT,2296,0,,정상
과목3,79,3과목_유통화장품안전관리_표준형.md,2702,WRONGLINE_같은파일,2707,5,올바른 줄=L2707 ,경미(헤더offset)
과목3,80,3과목_유통화장품안전관리_표준형.md,1151,EXACT,1151,0,,정상
과목3,81,3과목_유통화장품안전관리_표준형.md,156,EXACT,156,0,,정상
과목3,82,3과목_유통화장품안전관리_표준형.md,2744,NOTFOUND_재작성,2744,,원문 미발견(요약형) ,참고(요약형근거)
과목3,83,화장품법 시행규칙(총리령)(제02109호)(20260402).md,885,EXACT,885,0,,정상
과목3,84,3과목_유통화장품안전관리_표준형.md,1328,EXACT,1328,0,,정상
과목3,85,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,77,EXACT,77,0,,정상
과목3,86,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,77,EXACT,77,0,,정상
과목3,87,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,88,3과목_유통화장품안전관리_표준형.md,67,EXACT,67,0,,정상
과목3,89,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,90,3과목_유통화장품안전관리_표준형.md,638,EXACT,638,0,,정상
과목3,91,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1315,EXACT,1315,0,,정상
과목3,92,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,43,EXACT,43,0,,정상
과목3,93,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,197,EXACT,197,0,,정상
과목3,94,3과목_유통화장품안전관리_표준형.md,1414,EXACT,1414,0,,정상
과목3,95,3과목_유통화장품안전관리_표준형.md,3398,EXACT,3398,0,,정상
과목3,96,3과목_유통화장품안전관리_표준형.md,160,EXACT,160,0,,정상
과목3,97,3과목_유통화장품안전관리_표준형.md,2696,EXACT,2696,0,,정상
과목3,98,3과목_유통화장품안전관리_표준형.md,615,EXACT,615,0,,정상
과목3,99,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,100,3과목_유통화장품안전관리_표준형.md,2794,NOTFOUND_재작성,2794,,원문 미발견(요약형) ,참고(요약형근거)
과목3,101,화장품법 시행규칙(총리령)(제02109호)(20260402).md,863,EXACT,863,0,,정상
과목3,102,3과목_유통화장품안전관리_표준형.md,2810,EXACT,2810,0,,정상
과목3,103,3과목_유통화장품안전관리_표준형.md,3408,EXACT,3408,0,,정상
과목3,104,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1169,EXACT,1169,0,,정상
과목3,105,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,106,화장품법 시행규칙(총리령)(제02109호)(20260402).md,855,EXACT,855,0,,정상
과목3,107,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,108,3과목_유통화장품안전관리_표준형.md,312,EXACT,312,0,,정상
과목3,109,화장품법 시행규칙(총리령)(제02109호)(20260402).md,863,EXACT,863,0,,정상
과목3,110,3과목_유통화장품안전관리_표준형.md,312,EXACT,312,0,,정상
과목3,111,화장품법 시행규칙(총리령)(제02109호)(20260402).md,903,EXACT,903,0,,정상
과목3,112,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1517,EXACT,1517,0,,정상
과목3,113,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,114,3과목_유통화장품안전관리_표준형.md,1997,EXACT,1997,0,,정상
과목3,115,3과목_유통화장품안전관리_표준형.md,510,EXACT,510,0,,정상
과목3,116,3과목_유통화장품안전관리_표준형.md,3397,EXACT,3397,0,,정상
과목3,117,3과목_유통화장품안전관리_표준형.md,1919,EXACT,1919,0,,정상
과목3,118,화장품법 시행규칙(총리령)(제02109호)(20260402).md,815,EXACT,815,0,,정상
과목3,119,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,120,3과목_유통화장품안전관리_표준형.md,562,EXACT,562,0,,정상
과목3,121,3과목_유통화장품안전관리_표준형.md,1798,EXACT,1798,0,,정상
과목3,122,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,387,WRONGFILE_다른파일,691,,실제: 3과목_유통화장품안전관리_표준형.md L691 ,교정필요(파일오류)
과목3,123,3과목_유통화장품안전관리_표준형.md,1370,EXACT,1370,0,,정상
과목3,124,화장품법 시행규칙(총리령)(제02109호)(20260402).md,863,EXACT,863,0,,정상
과목3,125,3과목_유통화장품안전관리_표준형.md,1414,EXACT,1414,0,,정상
과목3,126,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,405,EXACT,405,0,,정상
과목3,127,3과목_유통화장품안전관리_표준형.md,1798,EXACT,1798,0,,정상
과목3,128,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,197,EXACT,197,0,,정상
과목3,129,3과목_유통화장품안전관리_표준형.md,2160,EXACT,2160,0,,정상
과목3,130,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,105,EXACT,105,0,,정상
과목3,131,3과목_유통화장품안전관리_표준형.md,1798,EXACT,1798,0,,정상
과목3,132,기능성화장품 기준 및 시험방법(식품의약품안전처고시)(제2025-89호)(20251216).md,27313,EXACT,27313,0,,정상
과목3,133,3과목_유통화장품안전관리_표준형.md,1795,EXACT,1795,0,,정상
과목3,134,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,135,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,197,EXACT,197,0,,정상
과목3,136,3과목_유통화장품안전관리_표준형.md,312,EXACT,312,0,,정상
과목3,137,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,138,3과목_유통화장품안전관리_표준형.md,2696,EXACT,2696,0,,정상
과목3,139,화장품법 시행규칙(총리령)(제02109호)(20260402).md,885,EXACT,885,0,,정상
과목3,140,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,141,기능성화장품 기준 및 시험방법(식품의약품안전처고시)(제2025-89호)(20251216).md,27313,EXACT,27313,0,,정상
과목3,142,3과목_유통화장품안전관리_표준형.md,1996,EXACT,1996,0,,정상
과목3,143,3과목_유통화장품안전관리_표준형.md,2815,EXACT,2815,0,,정상
과목3,144,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,795,EXACT,795,0,,정상
과목3,145,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,387,WRONGFILE_다른파일,691,,실제: 3과목_유통화장품안전관리_표준형.md L691 ,교정필요(파일오류)
과목3,146,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,169,EXACT,169,0,,정상
과목3,147,3과목_유통화장품안전관리_표준형.md,1100,EXACT,1100,0,,정상
과목3,148,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1517,EXACT,1517,0,,정상
과목3,149,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,385,EXACT,385,0,,정상
과목3,150,3과목_유통화장품안전관리_표준형.md,1986,EXACT,1986,0,,정상
과목3,151,3과목_유통화장품안전관리_표준형.md,1992,EXACT,1992,0,,정상
과목3,152,3과목_유통화장품안전관리_표준형.md,1985,EXACT,1985,0,,정상
과목3,153,3과목_유통화장품안전관리_표준형.md,1997,EXACT,1997,0,,정상
과목3,154,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,197,EXACT,197,0,,정상
과목3,155,3과목_유통화장품안전관리_표준형.md,1989,EXACT,1989,0,,정상
과목3,156,3과목_유통화장품안전관리_표준형.md,2315,SHORT_RAT,2315,,근거 짧음,정상(짧은근거/계산)
과목3,157,3과목_유통화장품안전관리_표준형.md,2372,EXACT,2372,0,,정상
과목3,158,3과목_유통화장품안전관리_표준형.md,2380,EXACT,2380,0,,정상
과목3,159,3과목_유통화장품안전관리_표준형.md,2383,EXACT,2383,0,,정상
과목3,160,화장품법 시행규칙(총리령)(제02109호)(20260402).md,885,EXACT,885,0,,정상
과목3,161,3과목_유통화장품안전관리_표준형.md,1987,EXACT,1987,0,,정상
과목3,162,3과목_유통화장품안전관리_표준형.md,1990,EXACT,1990,0,,정상
과목3,163,3과목_유통화장품안전관리_표준형.md,1996,EXACT,1996,0,,정상
과목3,164,3과목_유통화장품안전관리_표준형.md,1994,EXACT,1994,0,,정상
과목3,165,3과목_유통화장품안전관리_표준형.md,1993,EXACT,1993,0,,정상
과목3,166,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,187,EXACT,187,0,,정상
과목3,167,3과목_유통화장품안전관리_표준형.md,1988,EXACT,1988,0,,정상
과목3,168,3과목_유통화장품안전관리_표준형.md,2358,EXACT,2358,0,,정상
과목3,169,3과목_유통화장품안전관리_표준형.md,2340,EXACT,2340,0,,정상
과목3,170,3과목_유통화장품안전관리_표준형.md,2553,EXACT,2553,0,,정상
과목3,171,3과목_유통화장품안전관리_표준형.md,2770,EXACT,2770,0,,정상
과목3,172,3과목_유통화장품안전관리_표준형.md,652,EXACT,652,0,,정상
과목3,173,3과목_유통화장품안전관리_표준형.md,655,EXACT,655,0,,정상
과목3,174,3과목_유통화장품안전관리_표준형.md,594,EXACT,594,0,,정상
과목3,175,3과목_유통화장품안전관리_표준형.md,2049,EXACT,2049,0,,정상
과목3,176,3과목_유통화장품안전관리_표준형.md,2594,EXACT,2594,0,,정상
과목3,177,3과목_유통화장품안전관리_표준형.md,2584,EXACT,2584,0,,정상
과목3,178,3과목_유통화장품안전관리_표준형.md,1795,EXACT,1795,0,,정상
과목3,179,3과목_유통화장품안전관리_표준형.md,2891,WRONGLINE_같은파일,2901,10,올바른 줄=L2901 ,경미(헤더offset)
과목3,180,3과목_유통화장품안전관리_표준형.md,154,EXACT,154,0,,정상
과목3,181,3과목_유통화장품안전관리_표준형.md,2604,EXACT,2604,0,,정상
과목3,182,3과목_유통화장품안전관리_표준형.md,1392,EXACT,1392,0,,정상
과목3,183,3과목_유통화장품안전관리_표준형.md,2586,EXACT,2586,0,,정상
과목3,184,3과목_유통화장품안전관리_표준형.md,592,EXACT,592,0,,정상
과목3,185,3과목_유통화장품안전관리_표준형.md,1791,EXACT,1791,0,,정상
과목3,186,3과목_유통화장품안전관리_표준형.md,1328,EXACT,1328,0,,정상
과목3,187,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1329,EXACT,1329,0,,정상
과목3,188,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,219,EXACT,219,0,,정상
과목3,189,3과목_유통화장품안전관리_표준형.md,1970,EXACT,1970,0,,정상
과목3,190,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,89,WRONGFILE_다른파일,2042,,실제: 3과목_유통화장품안전관리_표준형.md L2042 ,교정필요(파일오류)
과목3,191,3과목_유통화장품안전관리_표준형.md,594,EXACT,594,0,,정상
과목3,192,3과목_유통화장품안전관리_표준형.md,790,EXACT,790,0,,정상
과목3,193,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1821,EXACT,1821,0,,정상
과목3,194,3과목_유통화장품안전관리_표준형.md,1797,EXACT,1797,0,,정상
과목3,195,3과목_유통화장품안전관리_표준형.md,1499,EXACT,1499,0,,정상
과목3,196,3과목_유통화장품안전관리_표준형.md,1798,EXACT,1798,0,,정상
과목3,197,3과목_유통화장품안전관리_표준형.md,1963,EXACT,1963,0,,정상
과목3,198,3과목_유통화장품안전관리_표준형.md,2553,EXACT,2553,0,,정상
과목3,199,3과목_유통화장품안전관리_표준형.md,2818,EXACT,2818,0,,정상
과목3,200,3과목_유통화장품안전관리_표준형.md,639,EXACT,639,0,,정상
과목3,201,3과목_유통화장품안전관리_표준형.md,592,EXACT,592,0,,정상
과목3,202,3과목_유통화장품안전관리_표준형.md,1499,EXACT,1499,0,,정상
과목3,203,3과목_유통화장품안전관리_표준형.md,1863,EXACT,1863,0,,정상
과목3,204,3과목_유통화장품안전관리_표준형.md,76,EXACT,76,0,,정상
과목3,205,3과목_유통화장품안전관리_표준형.md,593,EXACT,593,0,,정상
과목3,206,3과목_유통화장품안전관리_표준형.md,3437,EXACT,3437,0,,정상
과목3,207,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1309,EXACT,1309,0,,정상
과목3,208,3과목_유통화장품안전관리_표준형.md,2604,EXACT,2604,0,,정상
과목3,209,3과목_유통화장품안전관리_표준형.md,2744,NOTFOUND_재작성,2744,,원문 미발견(요약형) ,참고(요약형근거)
과목3,210,3과목_유통화장품안전관리_표준형.md,2588,EXACT,2588,0,,정상
과목3,211,3과목_유통화장품안전관리_표준형.md,2457,EXACT,2457,0,,정상
과목3,212,3과목_유통화장품안전관리_표준형.md,1798,EXACT,1798,0,,정상
과목3,213,3과목_유통화장품안전관리_표준형.md,67,EXACT,67,0,,정상
과목3,214,3과목_유통화장품안전관리_표준형.md,3446,EXACT,3446,0,,정상
과목3,215,3과목_유통화장품안전관리_표준형.md,2553,EXACT,2553,0,,정상
과목3,216,3과목_유통화장품안전관리_표준형.md,70,EXACT,70,0,,정상
과목3,217,3과목_유통화장품안전관리_표준형.md,1088,EXACT,1088,0,,정상
과목3,218,3과목_유통화장품안전관리_표준형.md,2304,EXACT,2304,0,,정상
과목3,219,3과목_유통화장품안전관리_표준형.md,1862,EXACT,1862,0,,정상
과목3,220,3과목_유통화장품안전관리_표준형.md,2132,EXACT,2132,0,,정상
과목3,221,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1351,EXACT,1351,0,,정상
과목3,222,3과목_유통화장품안전관리_표준형.md,1795,EXACT,1795,0,,정상
과목3,223,3과목_유통화장품안전관리_표준형.md,4629,EXACT,4629,0,,정상
과목3,224,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1353,EXACT,1353,0,,정상
과목3,225,3과목_유통화장품안전관리_표준형.md,2933,WRONGLINE_같은파일,2942,9,올바른 줄=L2942 ,경미(헤더offset)
과목3,226,3과목_유통화장품안전관리_표준형.md,2584,EXACT,2584,0,,정상
과목3,227,3과목_유통화장품안전관리_표준형.md,652,EXACT,652,0,,정상
과목3,228,3과목_유통화장품안전관리_표준형.md,1826,EXACT,1826,0,,정상
과목3,229,3과목_유통화장품안전관리_표준형.md,156,EXACT,156,0,,정상
과목3,230,3과목_유통화장품안전관리_표준형.md,160,EXACT,160,0,,정상
과목3,231,3과목_유통화장품안전관리_표준형.md,1111,EXACT,1111,0,,정상
과목3,232,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,197,EXACT,197,0,,정상
과목3,233,3과목_유통화장품안전관리_표준형.md,1328,EXACT,1328,0,,정상
과목3,234,3과목_유통화장품안전관리_표준형.md,2580,EXACT,2580,0,,정상
과목3,235,3과목_유통화장품안전관리_표준형.md,2856,EXACT,2856,0,,정상
과목3,236,3과목_유통화장품안전관리_표준형.md,1826,EXACT,1826,0,,정상
과목3,237,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,803,EXACT,803,0,,정상
과목3,238,3과목_유통화장품안전관리_표준형.md,1795,EXACT,1795,0,,정상
과목3,239,3과목_유통화장품안전관리_표준형.md,614,EXACT,614,0,,정상
과목3,240,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,197,EXACT,197,0,,정상
과목3,241,3과목_유통화장품안전관리_표준형.md,1260,EXACT,1260,0,,정상
과목3,242,3과목_유통화장품안전관리_표준형.md,3416,EXACT,3416,0,,정상
과목3,243,3과목_유통화장품안전관리_표준형.md,1997,EXACT,1997,0,,정상
과목3,244,3과목_유통화장품안전관리_표준형.md,593,EXACT,593,0,,정상
과목3,245,3과목_유통화장품안전관리_표준형.md,3053,EXACT,3053,0,,정상
과목3,246,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,179,EXACT,179,0,,정상
과목3,247,화장품법 시행규칙(총리령)(제02109호)(20260402).md,863,EXACT,863,0,,정상
과목3,248,우수화장품 제조 및 품질관리기준(식품의약품안전처고시)(제2024-46호)(20240822).md,197,EXACT,197,0,,정상
과목3,249,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,43,EXACT,43,0,,정상
과목3,250,3과목_유통화장품안전관리_표준형.md,2618,EXACT,2618,0,,정상
과목4,1,화장품법(법률)(제20901호)(20260402).md,399,WRONGFILE_다른파일,873,,실제: 1과목_화장품법의이해_표준형.md L873 ,교정필요(파일오류)
과목4,2,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,3,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,4,4과목_맞춤형화장품의이해_표준형.md,1149,EXACT,1149,0,,정상
과목4,5,4과목_맞춤형화장품의이해_표준형.md,1146,EXACT,1146,0,,정상
과목4,6,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,7,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,8,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,9,4과목_맞춤형화장품의이해_표준형.md,1567,EXACT,1567,0,,정상
과목4,10,4과목_맞춤형화장품의이해_표준형.md,1392,EXACT,1392,0,,정상
과목4,11,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,12,4과목_맞춤형화장품의이해_표준형.md,604,EXACT,604,0,,정상
과목4,13,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,14,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1119,EXACT,1119,0,,정상
과목4,15,4과목_맞춤형화장품의이해_표준형.md,654,EXACT,654,0,,정상
과목4,16,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,17,4과목_맞춤형화장품의이해_표준형.md,610,EXACT,610,0,,정상
과목4,18,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,19,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,20,4과목_맞춤형화장품의이해_표준형.md,4155,EXACT,4155,0,,정상
과목4,21,4과목_맞춤형화장품의이해_표준형.md,1182,EXACT,1182,0,,정상
과목4,22,4과목_맞춤형화장품의이해_표준형.md,1200,EXACT,1200,0,,정상
과목4,23,4과목_맞춤형화장품의이해_표준형.md,1200,EXACT,1200,0,,정상
과목4,24,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,25,4과목_맞춤형화장품의이해_표준형.md,1149,EXACT,1149,0,,정상
과목4,26,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1119,EXACT,1119,0,,정상
과목4,27,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,28,4과목_맞춤형화장품의이해_표준형.md,610,EXACT,610,0,,정상
과목4,29,4과목_맞춤형화장품의이해_표준형.md,123,EXACT,123,0,,정상
과목4,30,4과목_맞춤형화장품의이해_표준형.md,604,EXACT,604,0,,정상
과목4,31,4과목_맞춤형화장품의이해_표준형.md,1183,EXACT,1183,0,,정상
과목4,32,4과목_맞춤형화장품의이해_표준형.md,4155,EXACT,4155,0,,정상
과목4,33,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,34,4과목_맞춤형화장품의이해_표준형.md,2415,EXACT,2415,0,,정상
과목4,35,4과목_맞춤형화장품의이해_표준형.md,1200,EXACT,1200,0,,정상
과목4,36,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,37,4과목_맞춤형화장품의이해_표준형.md,1364,EXACT,1364,0,,정상
과목4,38,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1119,EXACT,1119,0,,정상
과목4,39,4과목_맞춤형화장품의이해_표준형.md,1145,EXACT,1145,0,,정상
과목4,40,화장품법(법률)(제20901호)(20260402).md,647,EXACT,647,0,,정상
과목4,41,4과목_맞춤형화장품의이해_표준형.md,658,EXACT,658,0,,정상
과목4,42,4과목_맞춤형화장품의이해_표준형.md,1200,EXACT,1200,0,,정상
과목4,43,4과목_맞춤형화장품의이해_표준형.md,1182,EXACT,1182,0,,정상
과목4,44,4과목_맞춤형화장품의이해_표준형.md,597,EXACT,597,0,,정상
과목4,45,4과목_맞춤형화장품의이해_표준형.md,1436,EXACT,1436,0,,정상
과목4,46,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,43,EXACT,43,0,,정상
과목4,47,4과목_맞춤형화장품의이해_표준형.md,1165,EXACT,1165,0,,정상
과목4,48,4과목_맞춤형화장품의이해_표준형.md,1113,EXACT,1113,0,,정상
과목4,49,4과목_맞춤형화장품의이해_표준형.md,2956,EXACT,2956,0,,정상
과목4,50,화장품법(법률)(제20901호)(20260402).md,449,EXACT,449,0,,정상
과목4,51,4과목_맞춤형화장품의이해_표준형.md,1200,EXACT,1200,0,,정상
과목4,52,4과목_맞춤형화장품의이해_표준형.md,1392,EXACT,1392,0,,정상
과목4,53,4과목_맞춤형화장품의이해_표준형.md,597,EXACT,597,0,,정상
과목4,54,4과목_맞춤형화장품의이해_표준형.md,672,EXACT,672,0,,정상
과목4,55,4과목_맞춤형화장품의이해_표준형.md,1442,EXACT,1442,0,,정상
과목4,56,4과목_맞춤형화장품의이해_표준형.md,2414,EXACT,2414,0,,정상
과목4,57,4과목_맞춤형화장품의이해_표준형.md,1149,EXACT,1149,0,,정상
과목4,58,4과목_맞춤형화장품의이해_표준형.md,1345,EXACT,1345,0,,정상
과목4,59,4과목_맞춤형화장품의이해_표준형.md,658,EXACT,658,0,,정상
과목4,60,4과목_맞춤형화장품의이해_표준형.md,2415,EXACT,2415,0,,정상
과목4,61,4과목_맞춤형화장품의이해_표준형.md,1183,EXACT,1183,0,,정상
과목4,62,4과목_맞춤형화장품의이해_표준형.md,1379,SHORT_RAT,1379,,근거 짧음,정상(짧은근거/계산)
과목4,63,4과목_맞춤형화장품의이해_표준형.md,2822,EXACT,2822,0,,정상
과목4,64,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1119,EXACT,1119,0,,정상
과목4,65,4과목_맞춤형화장품의이해_표준형.md,1436,EXACT,1436,0,,정상
과목4,66,4과목_맞춤형화장품의이해_표준형.md,727,WRONGLINE_같은파일,737,10,올바른 줄=L737 ,경미(헤더offset)
과목4,67,4과목_맞춤형화장품의이해_표준형.md,1151,EXACT,1151,0,,정상
과목4,68,4과목_맞춤형화장품의이해_표준형.md,1345,EXACT,1345,0,,정상
과목4,69,4과목_맞춤형화장품의이해_표준형.md,2956,EXACT,2956,0,,정상
과목4,70,화장품법 시행규칙(총리령)(제02109호)(20260402).md,1119,EXACT,1119,0,,정상
과목4,71,4과목_맞춤형화장품의이해_표준형.md,1117,EXACT,1117,0,,정상
과목4,72,4과목_맞춤형화장품의이해_표준형.md,1345,EXACT,1345,0,,정상
과목4,73,4과목_맞춤형화장품의이해_표준형.md,2822,EXACT,2822,0,,정상
과목4,74,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,43,EXACT,43,0,,정상
과목4,75,4과목_맞춤형화장품의이해_표준형.md,604,EXACT,604,0,,정상
과목4,76,4과목_맞춤형화장품의이해_표준형.md,2371,EXACT,2371,0,,정상
과목4,77,4과목_맞춤형화장품의이해_표준형.md,1184,EXACT,1184,0,,정상
과목4,78,4과목_맞춤형화장품의이해_표준형.md,1345,EXACT,1345,0,,정상
과목4,79,4과목_맞춤형화장품의이해_표준형.md,2956,EXACT,2956,0,,정상
과목4,80,4과목_맞춤형화장품의이해_표준형.md,2357,EXACT,2357,0,,정상
과목4,81,4과목_맞춤형화장품의이해_표준형.md,1184,EXACT,1184,0,,정상
과목4,82,4과목_맞춤형화장품의이해_표준형.md,612,EXACT,612,0,,정상
과목4,83,4과목_맞춤형화장품의이해_표준형.md,1199,EXACT,1199,0,,정상
과목4,84,4과목_맞춤형화장품의이해_표준형.md,597,EXACT,597,0,,정상
과목4,85,4과목_맞춤형화장품의이해_표준형.md,604,EXACT,604,0,,정상
과목4,86,4과목_맞춤형화장품의이해_표준형.md,1200,EXACT,1200,0,,정상
과목4,87,4과목_맞춤형화장품의이해_표준형.md,826,EXACT,826,0,,정상
과목4,88,4과목_맞춤형화장품의이해_표준형.md,506,EXACT,506,0,,정상
과목4,89,4과목_맞춤형화장품의이해_표준형.md,1466,EXACT,1466,0,,정상
과목4,90,4과목_맞춤형화장품의이해_표준형.md,1148,EXACT,1148,0,,정상
과목4,91,4과목_맞춤형화장품의이해_표준형.md,1115,EXACT,1115,0,,정상
과목4,92,4과목_맞춤형화장품의이해_표준형.md,1117,EXACT,1117,0,,정상
과목4,93,화장품법(법률)(제20901호)(20260402).md,399,WRONGFILE_다른파일,873,,실제: 1과목_화장품법의이해_표준형.md L873 ,교정필요(파일오류)
과목4,94,4과목_맞춤형화장품의이해_표준형.md,1388,SHORT_RAT,1388,,근거 짧음,정상(짧은근거/계산)
과목4,95,4과목_맞춤형화장품의이해_표준형.md,3140,EXACT,3140,0,,정상
과목4,96,4과목_맞춤형화장품의이해_표준형.md,1183,EXACT,1183,0,,정상
과목4,97,4과목_맞춤형화장품의이해_표준형.md,1200,EXACT,1200,0,,정상
과목4,98,4과목_맞춤형화장품의이해_표준형.md,672,EXACT,672,0,,정상
과목4,99,4과목_맞춤형화장품의이해_표준형.md,2551,EXACT,2551,0,,정상
과목4,100,4과목_맞춤형화장품의이해_표준형.md,994,EXACT,994,0,,정상
과목4,101,4과목_맞춤형화장품의이해_표준형.md,1616,EXACT,1616,0,,정상
과목4,102,4과목_맞춤형화장품의이해_표준형.md,2415,EXACT,2415,0,,정상
과목4,103,4과목_맞춤형화장품의이해_표준형.md,2557,EXACT,2557,0,,정상
과목4,104,4과목_맞춤형화장품의이해_표준형.md,2754,EXACT,2754,0,,정상
과목4,105,4과목_맞춤형화장품의이해_표준형.md,654,EXACT,654,0,,정상
과목4,106,화장품 안전기준 등에 관한 규정(식품의약품안전처고시)(제2026-19호)(20260318).md,21,EXACT,21,0,,정상
과목4,107,4과목_맞춤형화장품의이해_표준형.md,2952,EXACT,2952,0,,정상
과목4,108,4과목_맞춤형화장품의이해_표준형.md,1534,EXACT,1534,0,,정상
과목4,109,4과목_맞춤형화장품의이해_표준형.md,612,EXACT,612,0,,정상
과목4,110,4과목_맞춤형화장품의이해_표준형.md,851,EXACT,851,0,,정상
과목4,111,4과목_맞춤형화장품의이해_표준형.md,1534,EXACT,1534,0,,정상
과목4,112,4과목_맞춤형화장품의이해_표준형.md,3335,EXACT,3335,0,,정상
과목4,113,4과목_맞춤형화장품의이해_표준형.md,1451,EXACT,1451,0,,정상
과목4,114,4과목_맞춤형화장품의이해_표준형.md,2633,EXACT,2633,0,,정상
과목4,115,4과목_맞춤형화장품의이해_표준형.md,1351,EXACT,1351,0,,정상
과목4,116,4과목_맞춤형화장품의이해_표준형.md,2080,EXACT,2080,0,,정상
